id,sales_date,producto,cantidad,precio_unitario,sales_amount
1623,2025-08-05,Martillo,3,4500,12366.6
1624,2025-08-05,Taladro,1,35000,33365.53
1625,2025-08-05,Cinta métrica,1,1500,1512.96
1626,2025-08-05,Taladro,2,35000,75539.79
1627,2025-08-05,Llave inglesa,4,3500,14919.11
1628,2025-08-05,Destornillador,2,1800,3517.05
1629,2025-08-05,Nivel,2,4200,8799.2
1630,2025-08-05,Martillo,2,4500,8929.5
1631,2025-08-05,Destornillador,5,1800,9298.81
1632,2025-08-06,Nivel,4,4200,17409.65
1633,2025-08-06,Llave inglesa,3,3500,9783.08
1634,2025-08-06,Martillo,5,4500,22594.17
1635,2025-08-06,Llave inglesa,4,3500,14387.86
1636,2025-08-06,Pinza,3,2200,7111.53
1637,2025-08-06,Pinza,1,2200,2083.82
1638,2025-08-07,Sierra,1,5800,5414.14
1639,2025-08-07,Llave inglesa,5,3500,16168.77
1640,2025-08-07,Pinza,1,2200,2406.29
1641,2025-08-07,Tornillos (caja),4,1200,4980.87
1642,2025-08-07,Taladro,3,35000,110686.74
1643,2025-08-07,Pinza,2,2200,4399.93
1644,2025-08-07,Tornillos (caja),3,1200,3910.21
1645,2025-08-07,Martillo,1,4500,4369.97
1646,2025-08-07,Taladro,5,35000,185201.32
1647,2025-08-08,Nivel,2,4200,8092.12
1648,2025-08-08,Clavos (kg),3,2800,8913.28
1649,2025-08-08,Nivel,2,4200,7595.87
1650,2025-08-08,Cinta métrica,3,1500,4701.96
1651,2025-08-08,Llave inglesa,1,3500,3489.71
1652,2025-08-09,Clavos (kg),3,2800,8471.79
1653,2025-08-09,Nivel,2,4200,8512.06
1654,2025-08-09,Clavos (kg),3,2800,8103.78
1655,2025-08-09,Nivel,3,4200,13526.51
1656,2025-08-09,Tornillos (caja),5,1200,5592.41
1657,2025-08-09,Clavos (kg),2,2800,5543.31
1658,2025-08-09,Llave inglesa,5,3500,17034.89
1659,2025-08-09,Martillo,5,4500,21955.7
1660,2025-08-09,Taladro,1,35000,35838.14
1661,2025-08-09,Sierra,5,5800,27484.96
1662,2025-08-10,Clavos (kg),4,2800,10505.31
1663,2025-08-10,Nivel,5,4200,19547.35
1664,2025-08-10,Llave inglesa,3,3500,10310.59
1665,2025-08-10,Sierra,1,5800,5331.66
1666,2025-08-11,Martillo,2,4500,8421.55
1667,2025-08-11,Martillo,2,4500,8292.7
1668,2025-08-11,Pinza,1,2200,1994.0
1669,2025-08-11,Cinta métrica,4,1500,6030.99
1670,2025-08-12,Llave inglesa,1,3500,3406.45
1671,2025-08-12,Tornillos (caja),1,1200,1083.14
1672,2025-08-12,Pinza,4,2200,9553.99
1673,2025-08-12,Destornillador,4,1800,7633.47
1674,2025-08-12,Martillo,3,4500,13656.65
1675,2025-08-12,Cinta métrica,3,1500,4764.82
1676,2025-08-12,Martillo,5,4500,21446.17
1677,2025-08-12,Martillo,1,4500,4801.01
1678,2025-08-12,Destornillador,2,1800,3931.62
1679,2025-08-12,Destornillador,1,1800,1881.06
1680,2025-08-12,Clavos (kg),4,2800,10504.39
1681,2025-08-12,Clavos (kg),2,2800,5678.43
1682,2025-08-13,Clavos (kg),5,2800,13762.52
1683,2025-08-13,Destornillador,5,1800,8744.33
1684,2025-08-13,Nivel,4,4200,18086.29
1685,2025-08-13,Taladro,2,35000,70699.52
1686,2025-08-13,Clavos (kg),3,2800,8664.65
1687,2025-08-14,Tornillos (caja),4,1200,5216.18
1688,2025-08-14,Sierra,5,5800,31850.49
1689,2025-08-14,Sierra,3,5800,17094.95
1690,2025-08-14,Cinta métrica,3,1500,4597.57
1691,2025-08-14,Tornillos (caja),5,1200,5656.71
1692,2025-08-14,Clavos (kg),3,2800,8164.81
1693,2025-08-14,Nivel,4,4200,18345.01
1694,2025-08-14,Martillo,1,4500,4934.66
1695,2025-08-14,Tornillos (caja),1,1200,1204.23
1696,2025-08-14,Llave inglesa,1,3500,3360.23
1697,2025-08-14,Pinza,2,2200,4713.03
1698,2025-08-15,Llave inglesa,5,3500,17539.45
1699,2025-08-15,Tornillos (caja),5,1200,5585.66
1700,2025-08-15,Martillo,4,4500,17480.36
1701,2025-08-16,Llave inglesa,3,3500,11318.21
1702,2025-08-16,Pinza,2,2200,4185.49
1703,2025-08-16,Llave inglesa,1,3500,3549.34
1704,2025-08-16,Tornillos (caja),2,1200,2512.45
1705,2025-08-16,Sierra,4,5800,21682.27
1706,2025-08-17,Destornillador,5,1800,9256.06
1707,2025-08-17,Martillo,5,4500,21966.96
1708,2025-08-17,Martillo,3,4500,13089.41
1709,2025-08-17,Cinta métrica,4,1500,6516.3
1710,2025-08-17,Destornillador,2,1800,3778.33
1711,2025-08-17,Tornillos (caja),1,1200,1232.13
1712,2025-08-17,Cinta métrica,1,1500,1441.44
1713,2025-08-17,Martillo,3,4500,13607.81
1714,2025-08-17,Taladro,3,35000,105050.43
1715,2025-08-17,Pinza,2,2200,4004.46
1716,2025-08-17,Cinta métrica,4,1500,6303.41
1717,2025-08-17,Tornillos (caja),5,1200,5508.1
1718,2025-08-18,Llave inglesa,4,3500,13014.43
1719,2025-08-18,Sierra,1,5800,5771.99
1720,2025-08-18,Martillo,5,4500,22046.36
1721,2025-08-18,Destornillador,4,1800,7202.63
1722,2025-08-18,Taladro,2,35000,69732.92
1723,2025-08-18,Pinza,4,2200,8615.76
1724,2025-08-18,Tornillos (caja),2,1200,2429.36
1725,2025-08-18,Clavos (kg),2,2800,5311.39
1726,2025-08-18,Llave inglesa,4,3500,13505.55
1727,2025-08-19,Destornillador,1,1800,1861.83
1728,2025-08-19,Cinta métrica,3,1500,4363.48
1729,2025-08-19,Sierra,3,5800,17726.69
1730,2025-08-19,Martillo,3,4500,12606.99
1731,2025-08-19,Sierra,5,5800,30865.19
1732,2025-08-19,Nivel,5,4200,19512.44
1733,2025-08-19,Martillo,2,4500,8459.43
1734,2025-08-19,Sierra,2,5800,12197.94
1735,2025-08-19,Destornillador,1,1800,1886.25
1736,2025-08-19,Pinza,5,2200,11938.81
1737,2025-08-19,Llave inglesa,1,3500,3390.29
1738,2025-08-19,Destornillador,3,1800,5346.07
1739,2025-08-20,Sierra,2,5800,12156.83
1740,2025-08-20,Pinza,2,2200,4440.85
1741,2025-08-20,Llave inglesa,5,3500,17440.59
1742,2025-08-21,Martillo,4,4500,18298.82
1743,2025-08-21,Clavos (kg),1,2800,2663.06
1744,2025-08-21,Martillo,3,4500,12691.88
1745,2025-08-21,Tornillos (caja),3,1200,3278.22
1746,2025-08-21,Martillo,1,4500,4399.78
1747,2025-08-22,Sierra,1,5800,5242.13
1748,2025-08-22,Cinta métrica,2,1500,3287.88
1749,2025-08-22,Clavos (kg),1,2800,3026.17
1750,2025-08-22,Nivel,5,4200,21132.55
1751,2025-08-22,Taladro,2,35000,70009.11
1752,2025-08-22,Nivel,5,4200,22790.67
1753,2025-08-22,Martillo,1,4500,4272.65
1754,2025-08-23,Llave inglesa,3,3500,10478.86
1755,2025-08-23,Taladro,1,35000,33927.46
1756,2025-08-23,Sierra,3,5800,17835.8
1757,2025-08-23,Pinza,5,2200,10506.93
1758,2025-08-23,Martillo,3,4500,14522.43
1759,2025-08-23,Martillo,5,4500,24521.02
1760,2025-08-23,Pinza,2,2200,4260.77
1761,2025-08-23,Cinta métrica,2,1500,2752.68
1762,2025-08-23,Cinta métrica,5,1500,8190.91
1763,2025-08-23,Tornillos (caja),2,1200,2360.32
1764,2025-08-23,Tornillos (caja),2,1200,2364.7
1765,2025-08-24,Tornillos (caja),3,1200,3563.4
1766,2025-08-24,Taladro,2,35000,72134.62
1767,2025-08-24,Tornillos (caja),5,1200,6220.86
1768,2025-08-24,Pinza,2,2200,4231.92
1769,2025-08-24,Clavos (kg),2,2800,5521.67
1770,2025-08-24,Taladro,5,35000,189598.92
1771,2025-08-24,Sierra,1,5800,5866.51
1772,2025-08-25,Taladro,3,35000,112129.97
1773,2025-08-25,Taladro,1,35000,36858.05
1774,2025-08-25,Cinta métrica,4,1500,5764.02
1775,2025-08-25,Llave inglesa,2,3500,7390.75
1776,2025-08-26,Taladro,2,35000,63366.78
1777,2025-08-26,Tornillos (caja),5,1200,5720.24
1778,2025-08-26,Tornillos (caja),5,1200,5677.09
1779,2025-08-26,Pinza,2,2200,4564.89
1780,2025-08-27,Destornillador,4,1800,6673.08
1781,2025-08-27,Tornillos (caja),4,1200,5003.54
1782,2025-08-27,Sierra,2,5800,12416.94
1783,2025-08-27,Nivel,4,4200,15582.04
1784,2025-08-27,Pinza,2,2200,3988.36
1785,2025-08-27,Martillo,3,4500,14715.53
1786,2025-08-27,Pinza,2,2200,4626.84
1787,2025-08-27,Destornillador,2,1800,3907.51
1788,2025-08-28,Tornillos (caja),4,1200,4980.35
1789,2025-08-28,Nivel,2,4200,8278.29
1790,2025-08-28,Martillo,5,4500,23558.99
1791,2025-08-28,Cinta métrica,3,1500,4404.74
1792,2025-08-28,Tornillos (caja),5,1200,6043.39
1793,2025-08-28,Martillo,5,4500,20741.92
1794,2025-08-28,Nivel,1,4200,4517.34
1795,2025-08-28,Pinza,5,2200,11083.31
1796,2025-08-28,Martillo,5,4500,21993.29
1797,2025-08-28,Martillo,2,4500,8624.12
1798,2025-08-29,Llave inglesa,3,3500,10418.83
1799,2025-08-29,Cinta métrica,3,1500,4601.82
1800,2025-08-29,Martillo,5,4500,24316.54
1801,2025-08-29,Nivel,4,4200,15423.88
1802,2025-08-29,Clavos (kg),1,2800,2620.67
1803,2025-08-29,Tornillos (caja),5,1200,5562.37
1804,2025-08-29,Cinta métrica,3,1500,4455.8
1805,2025-08-29,Taladro,4,35000,142528.83
1806,2025-08-29,Pinza,4,2200,8078.72
1807,2025-08-30,Taladro,1,35000,32138.34
1808,2025-08-30,Nivel,3,4200,11554.97
1809,2025-08-30,Cinta métrica,5,1500,7668.11
1810,2025-08-30,Taladro,4,35000,141409.68
1811,2025-08-30,Martillo,2,4500,9742.06
1812,2025-08-30,Tornillos (caja),2,1200,2237.82
1813,2025-08-30,Taladro,2,35000,73768.2
1814,2025-08-30,Martillo,4,4500,17309.02
1815,2025-08-31,Llave inglesa,2,3500,6464.58
1816,2025-08-31,Taladro,2,35000,63049.46
1817,2025-08-31,Llave inglesa,1,3500,3471.05
1818,2025-08-31,Nivel,5,4200,22291.31
1819,2025-08-31,Tornillos (caja),4,1200,4548.36
1820,2025-08-31,Tornillos (caja),4,1200,4755.59
1821,2025-08-31,Nivel,1,4200,4285.02
1822,2025-08-31,Martillo,2,4500,9687.9
1823,2025-08-31,Llave inglesa,5,3500,17950.22
1824,2025-08-31,Pinza,1,2200,2061.33
1825,2025-09-01,Sierra,1,5800,5388.63
1826,2025-09-01,Martillo,5,4500,24021.06
1827,2025-09-01,Llave inglesa,3,3500,11382.81
1828,2025-09-02,Destornillador,4,1800,7910.98
1829,2025-09-02,Taladro,3,35000,107332.88
1830,2025-09-02,Tornillos (caja),5,1200,6344.77
1831,2025-09-03,Nivel,5,4200,20412.79
1832,2025-09-03,Martillo,1,4500,4741.66
1833,2025-09-03,Sierra,3,5800,18783.4
1834,2025-09-03,Destornillador,4,1800,7694.37
1835,2025-09-03,Destornillador,3,1800,5368.48
1836,2025-09-04,Llave inglesa,3,3500,10556.81
1837,2025-09-04,Clavos (kg),2,2800,5819.33
1838,2025-09-04,Tornillos (caja),1,1200,1106.23
1839,2025-09-04,Clavos (kg),1,2800,2790.85
1840,2025-09-05,Llave inglesa,4,3500,14304.76
1841,2025-09-05,Sierra,3,5800,17488.36
1842,2025-09-05,Tornillos (caja),3,1200,3907.52
1843,2025-09-05,Tornillos (caja),5,1200,5995.68
1844,2025-09-05,Nivel,4,4200,17834.81
1845,2025-09-05,Tornillos (caja),2,1200,2500.12
1846,2025-09-05,Pinza,1,2200,2032.01
1847,2025-09-05,Nivel,1,4200,4399.47
1848,2025-09-05,Pinza,5,2200,12097.77
1849,2025-09-05,Cinta métrica,1,1500,1450.14
1850,2025-09-05,Clavos (kg),2,2800,5052.65
1851,2025-09-05,Pinza,3,2200,6275.83
1852,2025-09-06,Llave inglesa,3,3500,10514.05
1853,2025-09-06,Sierra,1,5800,5352.05
1854,2025-09-06,Sierra,3,5800,17038.25
1855,2025-09-06,Tornillos (caja),5,1200,6552.14
1856,2025-09-07,Pinza,3,2200,7040.65
1857,2025-09-07,Nivel,4,4200,17798.77
1858,2025-09-07,Taladro,4,35000,130350.82
1859,2025-09-07,Nivel,5,4200,22662.9
1860,2025-09-07,Nivel,4,4200,18237.37
1861,2025-09-08,Clavos (kg),3,2800,8509.1
1862,2025-09-08,Sierra,5,5800,29208.14
1863,2025-09-08,Pinza,5,2200,11408.09
1864,2025-09-09,Destornillador,2,1800,3441.93
1865,2025-09-09,Martillo,3,4500,14805.77
1866,2025-09-09,Clavos (kg),2,2800,5679.5
1867,2025-09-09,Cinta métrica,2,1500,3057.12
1868,2025-09-09,Llave inglesa,3,3500,10940.66
1869,2025-09-09,Llave inglesa,4,3500,12843.03
1870,2025-09-09,Pinza,3,2200,6536.52
1871,2025-09-09,Llave inglesa,2,3500,7035.14
1872,2025-09-10,Destornillador,3,1800,5707.74
1873,2025-09-10,Pinza,1,2200,2175.26
1874,2025-09-10,Martillo,4,4500,19457.84
1875,2025-09-10,Taladro,2,35000,67761.62
1876,2025-09-10,Nivel,5,4200,20203.51
1877,2025-09-11,Taladro,1,35000,37254.97
1878,2025-09-11,Clavos (kg),2,2800,5269.81
1879,2025-09-11,Martillo,4,4500,17595.32
1880,2025-09-11,Clavos (kg),1,2800,2522.3
1881,2025-09-11,Martillo,5,4500,24173.44
1882,2025-09-11,Sierra,4,5800,25005.82
1883,2025-09-11,Destornillador,5,1800,9479.12
1884,2025-09-11,Llave inglesa,1,3500,3554.29
1885,2025-09-12,Pinza,3,2200,6204.73
1886,2025-09-12,Llave inglesa,3,3500,10567.78
1887,2025-09-12,Nivel,1,4200,4009.03
1888,2025-09-12,Taladro,3,35000,96903.67
1889,2025-09-12,Tornillos (caja),5,1200,6016.87
1890,2025-09-12,Pinza,5,2200,10670.7
1891,2025-09-12,Sierra,3,5800,16152.62
1892,2025-09-13,Tornillos (caja),2,1200,2242.21
1893,2025-09-13,Llave inglesa,5,3500,18872.85
1894,2025-09-13,Clavos (kg),4,2800,10193.63
1895,2025-09-13,Martillo,4,4500,19451.85
1896,2025-09-13,Martillo,1,4500,4395.24
1897,2025-09-13,Destornillador,4,1800,7044.36
1898,2025-09-13,Tornillos (caja),5,1200,6155.36
1899,2025-09-14,Tornillos (caja),3,1200,3464.96
1900,2025-09-14,Pinza,5,2200,10072.8
1901,2025-09-14,Nivel,5,4200,19453.54
1902,2025-09-14,Nivel,1,4200,4162.69
1903,2025-09-14,Nivel,4,4200,15898.49
1904,2025-09-14,Pinza,2,2200,4717.76
1905,2025-09-14,Tornillos (caja),3,1200,3897.26
1906,2025-09-14,Cinta métrica,2,1500,3119.77
1907,2025-09-14,Sierra,3,5800,17237.43
1908,2025-09-14,Martillo,1,4500,4477.8
1909,2025-09-15,Nivel,4,4200,17961.77
1910,2025-09-15,Llave inglesa,3,3500,10719.32
1911,2025-09-15,Taladro,5,35000,161102.63
1912,2025-09-15,Destornillador,3,1800,5460.64
1913,2025-09-15,Destornillador,3,1800,5435.37
1914,2025-09-15,Cinta métrica,5,1500,7370.16
1915,2025-09-15,Tornillos (caja),2,1200,2423.02
1916,2025-09-15,Nivel,4,4200,15341.96
1917,2025-09-16,Tornillos (caja),4,1200,5072.94
1918,2025-09-16,Cinta métrica,5,1500,7930.99
1919,2025-09-16,Clavos (kg),2,2800,5233.86
1920,2025-09-16,Destornillador,5,1800,9606.15
1921,2025-09-16,Destornillador,5,1800,9172.94
1922,2025-09-16,Sierra,5,5800,26666.39
1923,2025-09-17,Taladro,3,35000,114573.55
1924,2025-09-17,Destornillador,5,1800,8295.74
1925,2025-09-17,Tornillos (caja),4,1200,4634.31
1926,2025-09-17,Martillo,1,4500,4245.85
1927,2025-09-17,Taladro,5,35000,189113.96
1928,2025-09-17,Martillo,2,4500,9289.59
1929,2025-09-17,Nivel,5,4200,20124.31
1930,2025-09-17,Tornillos (caja),5,1200,5936.59
1931,2025-09-17,Pinza,3,2200,6335.65
1932,2025-09-17,Llave inglesa,4,3500,14609.82
1933,2025-09-18,Destornillador,5,1800,8114.61
1934,2025-09-18,Clavos (kg),4,2800,11978.71
1935,2025-09-18,Llave inglesa,1,3500,3408.46
1936,2025-09-18,Clavos (kg),1,2800,2520.47
1937,2025-09-18,Clavos (kg),3,2800,7744.29
1938,2025-09-18,Llave inglesa,1,3500,3314.67
1939,2025-09-18,Tornillos (caja),4,1200,4920.21
1940,2025-09-18,Cinta métrica,4,1500,5857.88
1941,2025-09-19,Pinza,2,2200,4377.89
1942,2025-09-19,Pinza,5,2200,10746.11
1943,2025-09-19,Sierra,4,5800,21595.8
1944,2025-09-19,Taladro,2,35000,63162.44
1945,2025-09-19,Martillo,2,4500,9398.41
1946,2025-09-19,Nivel,4,4200,18395.92
1947,2025-09-19,Taladro,1,35000,32460.54
1948,2025-09-19,Cinta métrica,4,1500,6472.3
1949,2025-09-19,Tornillos (caja),4,1200,4918.32
1950,2025-09-19,Nivel,5,4200,20681.32
1951,2025-09-19,Nivel,4,4200,16313.83
1952,2025-09-20,Cinta métrica,5,1500,6761.14
1953,2025-09-20,Nivel,2,4200,8756.38
1954,2025-09-20,Llave inglesa,4,3500,15194.38
1955,2025-09-20,Tornillos (caja),3,1200,3264.09
1956,2025-09-20,Martillo,5,4500,22424.71
1957,2025-09-21,Destornillador,5,1800,8966.76
1958,2025-09-21,Destornillador,2,1800,3765.73
1959,2025-09-21,Clavos (kg),3,2800,8341.09
1960,2025-09-21,Destornillador,5,1800,9701.85
1961,2025-09-21,Destornillador,2,1800,3580.17
1962,2025-09-21,Destornillador,5,1800,9536.58
1963,2025-09-21,Llave inglesa,5,3500,15934.71
1964,2025-09-21,Sierra,5,5800,30615.46
1965,2025-09-22,Nivel,5,4200,22705.43
1966,2025-09-22,Tornillos (caja),3,1200,3543.13
1967,2025-09-22,Llave inglesa,3,3500,9801.77
1968,2025-09-22,Tornillos (caja),3,1200,3763.42
1969,2025-09-22,Tornillos (caja),3,1200,3284.22
1970,2025-09-22,Nivel,5,4200,19610.13
1971,2025-09-22,Martillo,3,4500,14334.02
1972,2025-09-22,Tornillos (caja),1,1200,1148.84
1973,2025-09-22,Destornillador,2,1800,3604.03
1974,2025-09-22,Llave inglesa,3,3500,9728.33
1975,2025-09-23,Llave inglesa,3,3500,9479.83
1976,2025-09-23,Destornillador,5,1800,8414.3
1977,2025-09-23,Tornillos (caja),2,1200,2476.39
1978,2025-09-23,Sierra,2,5800,11046.11
1979,2025-09-23,Pinza,4,2200,8238.22
1980,2025-09-23,Clavos (kg),1,2800,2711.99
1981,2025-09-23,Destornillador,2,1800,3668.79
1982,2025-09-24,Nivel,4,4200,17708.44
1983,2025-09-24,Pinza,4,2200,9197.76
1984,2025-09-24,Taladro,2,35000,71088.6
1985,2025-09-24,Sierra,1,5800,5965.02
1986,2025-09-24,Destornillador,1,1800,1680.34
1987,2025-09-25,Nivel,3,4200,12540.19
1988,2025-09-25,Clavos (kg),2,2800,5465.38
1989,2025-09-25,Cinta métrica,4,1500,5715.15
1990,2025-09-25,Clavos (kg),4,2800,10106.57
1991,2025-09-25,Nivel,4,4200,17399.74
1992,2025-09-25,Clavos (kg),1,2800,2574.52
1993,2025-09-25,Clavos (kg),3,2800,9166.39
1994,2025-09-25,Cinta métrica,5,1500,8127.06
1995,2025-09-25,Llave inglesa,3,3500,10017.68
1996,2025-09-26,Llave inglesa,5,3500,17119.04
1997,2025-09-26,Pinza,5,2200,11595.09
1998,2025-09-26,Clavos (kg),3,2800,8698.57
1999,2025-09-26,Taladro,3,35000,105999.86
2000,2025-09-27,Destornillador,1,1800,1768.05
2001,2025-09-27,Clavos (kg),1,2800,2903.88
2002,2025-09-27,Sierra,2,5800,12122.58
2003,2025-09-28,Pinza,1,2200,1990.43
2004,2025-09-28,Destornillador,1,1800,1957.86
2005,2025-09-28,Pinza,5,2200,11303.78
2006,2025-09-28,Destornillador,1,1800,1928.32
2007,2025-09-28,Taladro,4,35000,144379.05
2008,2025-09-28,Tornillos (caja),2,1200,2590.08
2009,2025-09-28,Taladro,3,35000,100685.94
2010,2025-09-29,Nivel,3,4200,13278.79
2011,2025-09-29,Sierra,3,5800,16223.64
2012,2025-09-29,Destornillador,3,1800,5699.27
2013,2025-09-29,Cinta métrica,4,1500,5799.19
2014,2025-09-30,Llave inglesa,3,3500,9823.65
2015,2025-09-30,Destornillador,4,1800,7890.37
2016,2025-09-30,Pinza,5,2200,10763.8
2017,2025-10-01,Destornillador,2,1800,3629.26
2018,2025-10-01,Cinta métrica,2,1500,3068.38
2019,2025-10-01,Destornillador,4,1800,7510.18
2020,2025-10-01,Destornillador,1,1800,1646.25
2021,2025-10-01,Tornillos (caja),3,1200,3799.61
2022,2025-10-01,Martillo,4,4500,16735.88
2023,2025-10-01,Martillo,1,4500,4648.15
2024,2025-10-01,Llave inglesa,2,3500,7280.08
2025,2025-10-01,Cinta métrica,5,1500,6755.56
2026,2025-10-01,Nivel,4,4200,16585.15
2027,2025-10-02,Clavos (kg),2,2800,5043.7
2028,2025-10-02,Nivel,1,4200,4256.48
2029,2025-10-02,Sierra,3,5800,18032.79
2030,2025-10-02,Cinta métrica,1,1500,1539.68
2031,2025-10-03,Sierra,5,5800,31049.38
2032,2025-10-03,Sierra,1,5800,6195.77
2033,2025-10-03,Llave inglesa,2,3500,6547.27
2034,2025-10-03,Martillo,4,4500,18578.64
2035,2025-10-04,Cinta métrica,1,1500,1539.19
2036,2025-10-04,Sierra,4,5800,21273.76
2037,2025-10-04,Nivel,2,4200,7795.1
2038,2025-10-04,Pinza,1,2200,2296.69
2039,2025-10-04,Tornillos (caja),2,1200,2394.83
2040,2025-10-04,Destornillador,5,1800,9258.13
2041,2025-10-04,Nivel,5,4200,22952.81
2042,2025-10-05,Martillo,1,4500,4355.36
2043,2025-10-05,Sierra,1,5800,5690.39
2044,2025-10-05,Pinza,5,2200,10908.41
2045,2025-10-05,Clavos (kg),2,2800,5869.98
2046,2025-10-05,Pinza,1,2200,1996.23
2047,2025-10-05,Taladro,4,35000,144307.28
2048,2025-10-05,Nivel,5,4200,19092.37
2049,2025-10-05,Taladro,1,35000,32705.74
2050,2025-10-05,Martillo,3,4500,14366.0
2051,2025-10-05,Destornillador,4,1800,7360.17
2052,2025-10-06,Destornillador,1,1800,1661.1
2053,2025-10-06,Tornillos (caja),5,1200,5664.69
2054,2025-10-06,Pinza,4,2200,8513.72
2055,2025-10-06,Cinta métrica,3,1500,4158.72
2056,2025-10-06,Tornillos (caja),5,1200,5564.8
2057,2025-10-06,Pinza,1,2200,2240.96
2058,2025-10-06,Sierra,1,5800,5360.06
2059,2025-10-06,Taladro,4,35000,130705.42
2060,2025-10-06,Sierra,5,5800,27057.04
2061,2025-10-06,Pinza,5,2200,9989.54
2062,2025-10-06,Destornillador,5,1800,8777.04
2063,2025-10-06,Taladro,1,35000,37657.39
2064,2025-10-07,Martillo,1,4500,4211.47
2065,2025-10-07,Destornillador,5,1800,9696.45
2066,2025-10-07,Cinta métrica,4,1500,6230.83
2067,2025-10-07,Pinza,2,2200,4523.05
2068,2025-10-08,Nivel,4,4200,15923.89
2069,2025-10-08,Taladro,5,35000,181708.57
2070,2025-10-08,Tornillos (caja),2,1200,2504.26
2071,2025-10-08,Tornillos (caja),1,1200,1230.53
2072,2025-10-08,Llave inglesa,3,3500,10329.45
2073,2025-10-08,Clavos (kg),2,2800,5254.93
2074,2025-10-08,Clavos (kg),1,2800,2866.6
2075,2025-10-08,Clavos (kg),5,2800,13213.97
2076,2025-10-08,Pinza,3,2200,6010.05
2077,2025-10-08,Destornillador,2,1800,3733.38
2078,2025-10-08,Nivel,4,4200,15712.45
2079,2025-10-09,Martillo,3,4500,12919.67
2080,2025-10-09,Cinta métrica,3,1500,4350.87
2081,2025-10-09,Nivel,1,4200,3867.71
2082,2025-10-10,Clavos (kg),2,2800,5217.01
2083,2025-10-10,Martillo,4,4500,18053.65
2084,2025-10-10,Destornillador,2,1800,3759.41
2085,2025-10-11,Tornillos (caja),3,1200,3541.73
2086,2025-10-11,Sierra,2,5800,12247.22
2087,2025-10-11,Sierra,2,5800,10667.51
2088,2025-10-11,Cinta métrica,2,1500,2925.32
2089,2025-10-11,Pinza,1,2200,2187.24
2090,2025-10-11,Nivel,1,4200,4528.01
2091,2025-10-11,Taladro,2,35000,75990.42
2092,2025-10-11,Nivel,2,4200,8210.71
2093,2025-10-11,Taladro,4,35000,146154.99
2094,2025-10-11,Sierra,3,5800,16363.69
2095,2025-10-11,Taladro,1,35000,36345.47
2096,2025-10-11,Martillo,3,4500,12518.55
2097,2025-10-12,Nivel,4,4200,15695.24
2098,2025-10-12,Sierra,2,5800,12496.47
2099,2025-10-12,Tornillos (caja),2,1200,2538.98
2100,2025-10-12,Tornillos (caja),2,1200,2437.5
2101,2025-10-12,Clavos (kg),2,2800,5136.85
2102,2025-10-12,Clavos (kg),4,2800,12011.33
2103,2025-10-12,Pinza,5,2200,10941.68
2104,2025-10-12,Nivel,3,4200,11376.55
2105,2025-10-12,Cinta métrica,2,1500,2848.7
2106,2025-10-12,Cinta métrica,5,1500,7083.61
2107,2025-10-13,Taladro,5,35000,188938.81
2108,2025-10-13,Cinta métrica,1,1500,1362.02
2109,2025-10-13,Nivel,5,4200,19041.21
2110,2025-10-13,Clavos (kg),4,2800,11153.56
2111,2025-10-13,Destornillador,4,1800,7193.21
2112,2025-10-13,Destornillador,5,1800,9455.54
2113,2025-10-13,Cinta métrica,2,1500,2779.63
2114,2025-10-13,Llave inglesa,2,3500,7206.7
2115,2025-10-13,Destornillador,1,1800,1792.72
2116,2025-10-13,Llave inglesa,2,3500,7284.63
2117,2025-10-13,Tornillos (caja),5,1200,5429.3
2118,2025-10-13,Nivel,4,4200,17713.37
2119,2025-10-14,Taladro,3,35000,107663.03
2120,2025-10-14,Martillo,1,4500,4396.39
2121,2025-10-14,Sierra,5,5800,26289.74
2122,2025-10-14,Cinta métrica,3,1500,4678.25
2123,2025-10-14,Tornillos (caja),5,1200,6090.28
2124,2025-10-14,Pinza,1,2200,2253.0
2125,2025-10-14,Sierra,1,5800,5817.09
2126,2025-10-14,Sierra,1,5800,5348.72
2127,2025-10-14,Sierra,4,5800,23752.78
2128,2025-10-15,Sierra,2,5800,11943.76
2129,2025-10-15,Destornillador,5,1800,9376.81
2130,2025-10-15,Pinza,2,2200,4823.5
2131,2025-10-15,Pinza,5,2200,10149.83
2132,2025-10-15,Nivel,5,4200,22558.75
2133,2025-10-15,Pinza,2,2200,4242.01
2134,2025-10-15,Llave inglesa,5,3500,18130.79
2135,2025-10-15,Llave inglesa,1,3500,3194.36
2136,2025-10-16,Nivel,4,4200,16804.87
2137,2025-10-16,Destornillador,4,1800,7502.15
2138,2025-10-16,Clavos (kg),3,2800,8319.32
2139,2025-10-16,Sierra,1,5800,5438.49
2140,2025-10-16,Nivel,1,4200,3847.34
2141,2025-10-16,Taladro,3,35000,114623.39
2142,2025-10-16,Destornillador,1,1800,1679.32
2143,2025-10-16,Destornillador,2,1800,3597.36
2144,2025-10-17,Clavos (kg),1,2800,2684.17
2145,2025-10-17,Clavos (kg),2,2800,5570.77
2146,2025-10-17,Cinta métrica,4,1500,6285.25
2147,2025-10-17,Martillo,3,4500,12660.46
2148,2025-10-17,Martillo,2,4500,9602.91
2149,2025-10-17,Clavos (kg),3,2800,8251.64
2150,2025-10-18,Sierra,4,5800,23633.18
2151,2025-10-18,Clavos (kg),5,2800,13846.72
